1476295325398904,192.168.156.214,96.239.193.37,S6A-LOCATION-UPDATE,3015424,312770900000009, mmec01.mmegi8000.mme.epc.mnc770.mcc312.3gppnetwork.org,312-770-15360,312-770-1048576,0,0,-1,0, ,1,1476295320000000,nXr+VzgWBgCZAAAAnQAAAAAbzQMmxAAbzQMm8AgARYgAi9DXQAA4BvF5wKic1mDvwSU3jitdlUegYwAZwWFQGDkI4nEAACAAYwUBCDkhd5AAAACQJQQALgMACTcGbW1lYzAxCW1tZWdpODAwMANtbWUDZXBjBm1uYzc3MAZtY2MzMTILM2dwcG5ldHdvcmsDb3JnIwUTAnc8ACQHEwJ3ABAAACcEAAAAAA==
1476295325399896,192.168.156.214,96.239.193.37,S6A-LOCATION-UPDATE,3015424,312770900000009,, , ,0,-1,-1,0, ,0,1476295320000000,nXr+VxgaBgBNAAAAUQAAAAAbzQMmxAAbzQMm8AgARQAAP5DLQABABipaYO/BJcConNYrXTeOABnBYZVHoMZQGLxwf8UAACAAFwYBCDghd5AAAACQJQQALgMAKgEA
1476295325400897,192.168.156.214,96.239.193.37,S6A-UPLINK-UNITDATA,3080960,312770900000009, mmec01.mmegi8000.mme.epc.mnc770.mcc312.3gppnetwork.org,312-770-15360,312-770-1048576,0,0,-1,0, ,1,1476295320000000,nXr+VwEeBgC8AAAAwAAAAAAbzQMmxAAbzQMm8AgARYgArtDZQAA4BvFUwKic1mDvwSU3jitdlUegxgAZwXhQGDkIhlIAACAAhgMBCDkhd5AAAACQJgEAJQQALwMACTcGbW1lYzAxCW1tZWdpODAwMANtbWUDZXBjBm1uYzc3MAZtY2MzMTILM2dwcG5ldHdvcmsDb3JnFh4OARsAAAAGkYgAAAAQEAEACpGIAAAAECYABOFwOAwjBRMCdzwAJAcTAncAEAAAJwQAAAAA
1476295325401897,192.168.156.214,96.239.193.37,S6A-UPLINK-UNITDATA,3080960,312770900000009,, , ,0,-1,-1,0, ,0,1476295320000000,nXr+V+khBgBNAAAAUQAAAAAbzQMmxAAbzQMm8AgARQAAP5DMQABABipZYO/BJcConNYrXTeOABnBeJVHoUxQGMCgf8UAACAAFwQBCDghd5AAAACQJQQALwMAJgEA
1476295325402897,192.168.156.214,96.239.193.37,S6A-IMSI-DETACH-INDICATION,3212032,312770900000009, mmec01.mmegi8000.mme.epc.mnc770.mcc312.3gppnetwork.org, , ,0,0,-1,0, ,1,1476295320000000,nXr+V9ElBgCJAAAAjQAAAAAbzQMmxAAbzQMm8AgARYgAe9DlQAA4BvF7wKic1mDvwSU3jitdlUej6gAZwgJQGDkI8AsAACAAUwcBCDkhd5AAAACQJQQAMQMACTcGbW1lYzAxCW1tZWdpODAwMANtbWUDZXBjBm1uYzc3MAZtY2MzMTILM2dwcG5ldHdvcmsDb3JnJwQAAAAA
1476295325403897,192.168.156.214,96.239.193.37,S6A-IMSI-DETACH-INDICATION,3212032,312770900000009,, , ,0,-1,-1,0, ,0,1476295320000000,nXr+V7kpBgBKAAAATgAAAAAbzQMmxAAbzQMm8AgARQAAPJDSQABABipWYO/BJcConNYrXTeOABnCApVHpD1QGNWQf8IAACAAFAgBCDghd5AAAACQJQQAMQMA
1476295325454905,192.168.156.214,96.239.193.37,S6A-LOCATION-UPDATE,3015424,312770900000009, mmec01.mmegi8000.mme.epc.mnc770.mcc312.3gppnetwork.org,312-770-15360,312-770-1048576,1187670144,0,-1,0, ,1,1476295320000000,nXr+V/nwBgCZAAAAnQAAAAAbzQMmxAAbzQMm8AgARYgAi9DXQAA4BvF5wKic1mDvwSU3jitdlUegYwAZwWFQGDkI4nEAACAAYwUBCDkhd5AAAACQJQQALgMACTcGbW1lYzAxCW1tZWdpODAwMANtbWUDZXBjBm1uYzc3MAZtY2MzMTILM2dwcG5ldHdvcmsDb3JnIwUTAnc8ACQHEwJ3ABAAACcEAAAAAA==
1476295325455898,192.168.156.214,96.239.193.37,S6A-LOCATION-UPDATE,3015424,312770900000009,, , ,1187670144,-1,-1,0, ,0,1476295320000000,nXr+V9r0BgBNAAAAUQAAAAAbzQMmxAAbzQMm8AgARQAAP5DLQABABipaYO/BJcConNYrXTeOABnBYZVHoMZQGLxwf8UAACAAFwYBCDghd5AAAACQJQQALgMAKgEA
1476295325456901,192.168.156.214,96.239.193.37,S6A-UPLINK-UNITDATA,3080960,312770900000009, mmec01.mmegi8000.mme.epc.mnc770.mcc312.3gppnetwork.org,312-770-15360,312-770-1048576,0,0,-1,0, ,1,1476295320000000,nXr+V8X4BgC8AAAAwAAAAAAbzQMmxAAbzQMm8AgARYgArtDZQAA4BvFUwKic1mDvwSU3jitdlUegxgAZwXhQGDkIhlIAACAAhgMBCDkhd5AAAACQJgEAJQQALwMACTcGbW1lYzAxCW1tZWdpODAwMANtbWUDZXBjBm1uYzc3MAZtY2MzMTILM2dwcG5ldHdvcmsDb3JnFh4OARsAAAAGkYgAAAAQEAEACpGIAAAAECYABOFwOAwjBRMCdzwAJAcTAncAEAAAJwQAAAAA
1476295325457898,192.168.156.214,96.239.193.37,S6A-UPLINK-UNITDATA,3080960,312770900000009,, , ,0,-1,-1,0, ,0,1476295320000000,nXr+V6r8BgBNAAAAUQAAAAAbzQMmxAAbzQMm8AgARQAAP5DMQABABipZYO/BJcConNYrXTeOABnBeJVHoUxQGMCgf8UAACAAFwQBCDghd5AAAACQJQQALwMAJgEA
1476295325458898,192.168.156.214,96.239.193.37,S6A-IMSI-DETACH-INDICATION,3212032,312770900000009, mmec01.mmegi8000.mme.epc.mnc770.mcc312.3gppnetwork.org, , ,0,0,-1,0, ,1,1476295320000000,nXr+V5IABwCJAAAAjQAAAAAbzQMmxAAbzQMm8AgARYgAe9DlQAA4BvF7wKic1mDvwSU3jitdlUej6gAZwgJQGDkI8AsAACAAUwcBCDkhd5AAAACQJQQAMQMACTcGbW1lYzAxCW1tZWdpODAwMANtbWUDZXBjBm1uYzc3MAZtY2MzMTILM2dwcG5ldHdvcmsDb3JnJwQAAAAA
1476295325459899,192.168.156.214,96.239.193.37,S6A-IMSI-DETACH-INDICATION,3212032,312770900000009,, , ,0,-1,-1,0, ,0,1476295320000000,nXr+V3sEBwBKAAAATgAAAAAbzQMmxAAbzQMm8AgARQAAPJDSQABABipWYO/BJcConNYrXTeOABnCApVHpD1QGNWQf8IAACAAFAgBCDghd5AAAACQJQQAMQMA
1476295325538896,192.168.156.214,96.239.193.37,S6A-LOCATION-UPDATE,3015424,312770900000009, mmec01.mmegi8000.mme.epc.mnc770.mcc312.3gppnetwork.org,312-770-15360,312-770-1048576,0,0,-1,0, ,1,1476295320000000,nXr+VxA5CACZAAAAnQAAAAAbzQMmxAAbzQMm8AgARYgAi9DXQAA4BvF5wKic1mDvwSU3jitdlUegYwAZwWFQGDkI4nEAACAAYwUBCDkhd5AAAACQJQQALgMACTcGbW1lYzAxCW1tZWdpODAwMANtbWUDZXBjBm1uYzc3MAZtY2MzMTILM2dwcG5ldHdvcmsDb3JnIwUTAnc8ACQHEwJ3ABAAACcEAAAAAA==
1476295325539888,192.168.156.214,96.239.193.37,S6A-LOCATION-UPDATE,3015424,312770900000009,, , ,0,-1,-1,0, ,0,1476295320000000,nXr+V/A8CABNAAAAUQAAAAAbzQMmxAAbzQMm8AgARQAAP5DLQABABipaYO/BJcConNYrXTeOABnBYZVHoMZQGLxwf8UAACAAFwYBCDghd5AAAACQJQQALgMAKgEA
1476295325540890,192.168.156.214,96.239.193.37,S6A-UPLINK-UNITDATA,3080960,312770900000009, mmec01.mmegi8000.mme.epc.mnc770.mcc312.3gppnetwork.org,312-770-15360,312-770-1048576,0,0,-1,0, ,1,1476295320000000,nXr+V9pACAC8AAAAwAAAAAAbzQMmxAAbzQMm8AgARYgArtDZQAA4BvFUwKic1mDvwSU3jitdlUegxgAZwXhQGDkIhlIAACAAhgMBCDkhd5AAAACQJgEAJQQALwMACTcGbW1lYzAxCW1tZWdpODAwMANtbWUDZXBjBm1uYzc3MAZtY2MzMTILM2dwcG5ldHdvcmsDb3JnFh4OARsAAAAGkYgAAAAQEAEACpGIAAAAECYABOFwOAwjBRMCdzwAJAcTAncAEAAAJwQAAAAA
1476295325541889,192.168.156.214,96.239.193.37,S6A-UPLINK-UNITDATA,3080960,312770900000009,, , ,0,-1,-1,0, ,0,1476295320000000,nXr+V8FECABNAAAAUQAAAAAbzQMmxAAbzQMm8AgARQAAP5DMQABABipZYO/BJcConNYrXTeOABnBeJVHoUxQGMCgf8UAACAAFwQBCDghd5AAAACQJQQALwMAJgEA
1476295325542890,192.168.156.214,96.239.193.37,S6A-IMSI-DETACH-INDICATION,3212032,312770900000009, mmec01.mmegi8000.mme.epc.mnc770.mcc312.3gppnetwork.org, , ,0,0,-1,0, ,1,1476295320000000,nXr+V6pICACJAAAAjQAAAAAbzQMmxAAbzQMm8AgARYgAe9DlQAA4BvF7wKic1mDvwSU3jitdlUej6gAZwgJQGDkI8AsAACAAUwcBCDkhd5AAAACQJQQAMQMACTcGbW1lYzAxCW1tZWdpODAwMANtbWUDZXBjBm1uYzc3MAZtY2MzMTILM2dwcG5ldHdvcmsDb3JnJwQAAAAA
1476295325543889,192.168.156.214,96.239.193.37,S6A-IMSI-DETACH-INDICATION,3212032,312770900000009,, , ,0,-1,-1,0, ,0,1476295320000000,nXr+V5FMCABKAAAATgAAAAAbzQMmxAAbzQMm8AgARQAAPJDSQABABipWYO/BJcConNYrXTeOABnCApVHpD1QGNWQf8IAACAAFAgBCDghd5AAAACQJQQAMQMA
1476295325602903,192.168.156.214,96.239.193.37,S6A-LOCATION-UPDATE,3015424,312770900000009, mmec01.mmegi8000.mme.epc.mnc770.mcc312.3gppnetwork.org,312-770-15360,312-770-1048576,761447463,0,-1,0, ,1,1476295320000000,nXr+VxczCQCZAAAAnQAAAAAbzQMmxAAbzQMm8AgARYgAi9DXQAA4BvF5wKic1mDvwSU3jitdlUegYwAZwWFQGDkI4nEAACAAYwUBCDkhd5AAAACQJQQALgMACTcGbW1lYzAxCW1tZWdpODAwMANtbWUDZXBjBm1uYzc3MAZtY2MzMTILM2dwcG5ldHdvcmsDb3JnIwUTAnc8ACQHEwJ3ABAAACcEAAAAAA==
1476295325603892,192.168.156.214,96.239.193.37,S6A-LOCATION-UPDATE,3015424,312770900000009,, , ,761447463,-1,-1,0, ,0,1476295320000000,nXr+V/Q2CQBNAAAAUQAAAAAbzQMmxAAbzQMm8AgARQAAP5DLQABABipaYO/BJcConNYrXTeOABnBYZVHoMZQGLxwf8UAACAAFwYBCDghd5AAAACQJQQALgMAKgEA
1476295325604895,192.168.156.214,96.239.193.37,S6A-UPLINK-UNITDATA,3080960,312770900000009, mmec01.mmegi8000.mme.epc.mnc770.mcc312.3gppnetwork.org,312-770-15360,312-770-1048576,0,0,-1,0, ,1,1476295320000000,nXr+V986CQC8AAAAwAAAAAAbzQMmxAAbzQMm8AgARYgArtDZQAA4BvFUwKic1mDvwSU3jitdlUegxgAZwXhQGDkIhlIAACAAhgMBCDkhd5AAAACQJgEAJQQALwMACTcGbW1lYzAxCW1tZWdpODAwMANtbWUDZXBjBm1uYzc3MAZtY2MzMTILM2dwcG5ldHdvcmsDb3JnFh4OARsAAAAGkYgAAAAQEAEACpGIAAAAECYABOFwOAwjBRMCdzwAJAcTAncAEAAAJwQAAAAA
1476295325605893,192.168.156.214,96.239.193.37,S6A-UPLINK-UNITDATA,3080960,312770900000009,, , ,0,-1,-1,0, ,0,1476295320000000,nXr+V8U+CQBNAAAAUQAAAAAbzQMmxAAbzQMm8AgARQAAP5DMQABABipZYO/BJcConNYrXTeOABnBeJVHoUxQGMCgf8UAACAAFwQBCDghd5AAAACQJQQALwMAJgEA
1476295325606897,192.168.156.214,96.239.193.37,S6A-IMSI-DETACH-INDICATION,3212032,312770900000009, mmec01.mmegi8000.mme.epc.mnc770.mcc312.3gppnetwork.org, , ,0,0,-1,0, ,1,1476295320000000,nXr+V7FCCQCJAAAAjQAAAAAbzQMmxAAbzQMm8AgARYgAe9DlQAA4BvF7wKic1mDvwSU3jitdlUej6gAZwgJQGDkI8AsAACAAUwcBCDkhd5AAAACQJQQAMQMACTcGbW1lYzAxCW1tZWdpODAwMANtbWUDZXBjBm1uYzc3MAZtY2MzMTILM2dwcG5ldHdvcmsDb3JnJwQAAAAA
1476295325607895,192.168.156.214,96.239.193.37,S6A-IMSI-DETACH-INDICATION,3212032,312770900000009,, , ,0,-1,-1,0, ,0,1476295320000000,nXr+V5dGCQBKAAAATgAAAAAbzQMmxAAbzQMm8AgARQAAPJDSQABABipWYO/BJcConNYrXTeOABnCApVHpD1QGNWQf8IAACAAFAgBCDghd5AAAACQJQQAMQMA
1476295325662897,192.168.156.214,96.239.193.37,S6A-LOCATION-UPDATE,3015424,312770900000009, mmec01.mmegi8000.mme.epc.mnc770.mcc312.3gppnetwork.org,312-770-15360,312-770-1048576,0,0,-1,0, ,1,1476295320000000,nXr+V3EdCgCZAAAAnQAAAAAbzQMmxAAbzQMm8AgARYgAi9DXQAA4BvF5wKic1mDvwSU3jitdlUegYwAZwWFQGDkI4nEAACAAYwUBCDkhd5AAAACQJQQALgMACTcGbW1lYzAxCW1tZWdpODAwMANtbWUDZXBjBm1uYzc3MAZtY2MzMTILM2dwcG5ldHdvcmsDb3JnIwUTAnc8ACQHEwJ3ABAAACcEAAAAAA==
1476295325663890,192.168.156.214,96.239.193.37,S6A-LOCATION-UPDATE,3015424,312770900000009,, , ,0,-1,-1,0, ,0,1476295320000000,nXr+V1IhCgBNAAAAUQAAAAAbzQMmxAAbzQMm8AgARQAAP5DLQABABipaYO/BJcConNYrXTeOABnBYZVHoMZQGLxwf8UAACAAFwYBCDghd5AAAACQJQQALgMAKgEA
1476295325664893,192.168.156.214,96.239.193.37,S6A-UPLINK-UNITDATA,3080960,312770900000009, mmec01.mmegi8000.mme.epc.mnc770.mcc312.3gppnetwork.org,312-770-15360,312-770-1048576,0,0,-1,0, ,1,1476295320000000,nXr+Vz0lCgC8AAAAwAAAAAAbzQMmxAAbzQMm8AgARYgArtDZQAA4BvFUwKic1mDvwSU3jitdlUegxgAZwXhQGDkIhlIAACAAhgMBCDkhd5AAAACQJgEAJQQALwMACTcGbW1lYzAxCW1tZWdpODAwMANtbWUDZXBjBm1uYzc3MAZtY2MzMTILM2dwcG5ldHdvcmsDb3JnFh4OARsAAAAGkYgAAAAQEAEACpGIAAAAECYABOFwOAwjBRMCdzwAJAcTAncAEAAAJwQAAAAA
1476295325665891,192.168.156.214,96.239.193.37,S6A-UPLINK-UNITDATA,3080960,312770900000009,, , ,0,-1,-1,0, ,0,1476295320000000,nXr+VyMpCgBNAAAAUQAAAAAbzQMmxAAbzQMm8AgARQAAP5DMQABABipZYO/BJcConNYrXTeOABnBeJVHoUxQGMCgf8UAACAAFwQBCDghd5AAAACQJQQALwMAJgEA
